STATION,DATE,TMAX,TMIN
HR000142360,1881-01,-1.03,-6.26
HR000142360,1881-02,2.88,-2.93
HR000142360,1881-03,10.69,3.06
HR000142360,1881-04,13.14,5.9
HR000142360,1881-05,20.25,10.3
HR000142360,1881-06,24.28,13.74
HR000142360,1881-07,28.64,16.96
HR000142360,1881-08,26.73,15.39
HR000142360,1881-09,19.91,11.63
HR000142360,1881-10,10.15,5.89
HR000142360,1881-11,7.98,1.21
HR000142360,1881-12,3.11,-0.74
HR000142360,1882-01,3.79,-1.98
HR000142360,1882-02,7.83,-1.54
HR000142360,1882-03,15.59,5.17
HR000142360,1882-04,16.19,6.41
HR000142360,1882-05,21.89,10.99
HR000142360,1882-06,23,12.38
HR000142360,1882-07,25.9,15.62
HR000142360,1882-08,23.41,13.58
HR000142360,1882-09,20.58,12.71
HR000142360,1882-10,15.98,9.65
HR000142360,1882-11,10.48,3.96
HR000142360,1882-12,6.31,1.72
HR000142360,1883-01,1.57,-3.59
HR000142360,1883-02,6.07,-0.11
HR000142360,1883-03,5.96,-1.53
HR000142360,1883-04,14.21,5.34
HR000142360,1883-05,21.54,11.67
HR000142360,1883-06,24.73,14.45
HR000142360,1883-07,26.69,15.09
HR000142360,1883-08,25.3,15
HR000142360,1883-09,20.55,12.36
HR000142360,1883-10,15.02,8.37
HR000142360,1883-11,8.11,2.54
HR000142360,1883-12,2.3,-2.78
HR000142360,1884-01,4.06,-2.34
HR000142360,1884-02,7.33,-0.12
HR000142360,1884-03,11.51,3.85
HR000142360,1884-04,16.21,6.89
HR000142360,1884-05,22.86,11.39
HR000142360,1884-06,20.63,12.2
HR000142360,1884-07,26.77,16.81
HR000142360,1884-08,24.08,14.86
HR000142360,1884-09,20.88,12.73
HR000142360,1884-10,13.85,6.4
HR000142360,1884-11,5.57,-0.05
HR000142360,1884-12,5.15,-0.39
HR000142360,1885-01,1.41,-3.04
HR000142360,1885-02,8.38,1.38
HR000142360,1885-03,11.58,3.02
HR000142360,1885-04,17.91,8.2
HR000142360,1885-05,20.07,10.23
HR000142360,1885-06,25.56,14.59
HR000142360,1885-07,28.51,17.36
HR000142360,1885-08,25.14,15
HR000142360,1885-09,23.01,12.96
HR000142360,1885-10,14.95,8
HR000142360,1885-11,9.15,5.48
HR000142360,1885-12,2.16,-3.16
HR000142360,1886-01,2.43,-2.32
HR000142360,1886-02,2.25,-1.64
HR000142360,1886-03,7.72,-0.77
HR000142360,1886-04,17.74,7.7
HR000142360,1886-05,21.41,10.66
HR000142360,1886-06,23.36,14.72
HR000142360,1886-07,25.81,16.64
HR000142360,1886-08,,
HR000142360,1886-09,23.55,13.96
HR000142360,1886-10,16.22,8.68
HR000142360,1886-11,9.98,4.08
HR000142360,1886-12,6.84,1.32
HR000142360,1887-01,1.1,-4.83
HR000142360,1887-02,1.07,-4.58
HR000142360,1887-03,8.45,0.39
HR000142360,1887-04,16.54,6.73
HR000142360,1887-05,19.66,11.05
HR000142360,1887-06,23.9,14.14
HR000142360,1887-07,29.48,18.08
HR000142360,1887-08,26.5,15.79
HR000142360,1887-09,23.65,13.55
HR000142360,1887-10,12.1,6.04
HR000142360,1887-11,9.64,4.44
HR000142360,1887-12,2.66,-2.46
HR000142360,1888-01,-0.95,-8.22
HR000142360,1888-02,1.8,-4.21
HR000142360,1888-03,10.29,2.01
HR000142360,1888-04,15.14,6.5
HR000142360,1888-05,20.97,10.79
HR000142360,1888-06,25.12,15.16
HR000142360,1888-07,24.16,15.13
HR000142360,1888-08,25.19,15.33
HR000142360,1888-09,21.17,13.24
HR000142360,1888-10,14.05,6.24
HR000142360,1888-11,5.52,-0.66
HR000142360,1888-12,4.31,-1.13
HR000142360,1889-01,-0.27,-5.07
HR000142360,1889-02,2.88,-4.31
HR000142360,1889-03,7.68,0.85
HR000142360,1889-04,15.21,6.51
HR000142360,1889-05,23.4,14.3
HR000142360,1889-06,25.41,16.52
HR000142360,1889-07,25.28,15.94
HR000142360,1889-08,24.36,15.9
HR000142360,1889-09,17.45,10.43
HR000142360,1889-10,16.25,9.72
HR000142360,1889-11,7.42,2.34
HR000142360,1889-12,0.21,-3.03
HR000142360,1890-01,4.88,-0.14
HR000142360,1890-02,1.91,-2.97
HR000142360,1890-03,11.71,2.55
HR000142360,1890-04,15.39,7.07
HR000142360,1890-05,22.24,12.47
HR000142360,1890-06,22.81,13.38
HR000142360,1890-07,25.71,16.47
HR000142360,1890-08,28.27,17.73
HR000142360,1890-09,19.6,11.45
HR000142360,1890-10,13.93,4.89
HR000142360,1890-11,7.55,2.68
HR000142360,1890-12,-1.5,-5.46
HR000142360,1891-01,-3.43,-10.12
HR000142360,1891-02,0.29,-6.26
HR000142360,1891-03,9.91,1.83
HR000142360,1891-04,12.2,5.1
HR000142360,1891-05,21.94,12.44
HR000142360,1891-06,23.46,14.5
HR000142360,1891-07,25.42,16.37
HR000142360,1891-08,24.24,14.93
HR000142360,1891-09,21.38,12.49
HR000142360,1891-10,17.32,10.21
HR000142360,1891-11,8.27,3.04
HR000142360,1891-12,5.24,-0.26
HR000142360,1892-01,2.52,-3.1
HR000142360,1892-02,5.56,-0.66
HR000142360,1892-03,7.83,0.1
HR000142360,1892-04,16.34,6.79
HR000142360,1892-05,20.62,10.94
HR000142360,1892-06,24.63,14.77
HR000142360,1892-07,25.57,15.22
HR000142360,1892-08,27.07,16.2
HR000142360,1892-09,23.77,13.68
HR000142360,1892-10,16.04,8.33
HR000142360,1892-11,6.36,1.62
HR000142360,1892-12,1.05,-3.95
HR000142360,1893-01,-4.04,-9.08
HR000142360,1893-02,7.08,-1.15
HR000142360,1893-03,11.39,2.45
HR000142360,1893-04,16.73,6.14
HR000142360,1893-05,20.59,10.79
HR000142360,1893-06,22.97,14.05
HR000142360,1893-07,25.84,16.09
HR000142360,1893-08,25.11,15.52
HR000142360,1893-09,21.14,11.97
HR000142360,1893-10,16.98,8.65
HR000142360,1893-11,6.28,2.15
HR000142360,1893-12,3.98,0.13
HR000142360,1894-01,0.1,-4.71
HR000142360,1894-02,7.4,-0.34
HR000142360,1894-03,12.02,3.75
HR000142360,1894-04,19.35,9.23
HR000142360,1894-05,20.68,11.46
HR000142360,1894-06,23.32,13.2
HR000142360,1894-07,28.43,17.31
HR000142360,1894-08,25.67,14.39
HR000142360,1894-09,19.48,10.51
HR000142360,1894-10,16.6,8.93
HR000142360,1894-11,8.39,3.54
HR000142360,1894-12,2.32,-1.52
HR000142360,1895-01,2.34,-3.31
HR000142360,1895-02,-0.69,-7.1
HR000142360,1895-03,7.9,0.37
HR000142360,1895-04,14.94,7.42
HR000142360,1895-05,20.19,10.76
HR000142360,1895-06,24.64,14.77
HR000142360,1895-07,27.43,16.85
HR000142360,1895-08,24.91,14.38
HR000142360,1895-09,23.2,12.93
HR000142360,1895-10,14.67,7.45
HR000142360,1895-11,9.32,4.41
HR000142360,1895-12,3.55,-0.83
HR000142360,1896-01,-1.53,-6.44
HR000142360,1896-02,3.26,-3.86
HR000142360,1896-03,12.81,3.67
HR000142360,1896-04,13.71,5.13
HR000142360,1896-05,19.8,10.58
HR000142360,1896-06,24.81,15.42
HR000142360,1896-07,26.6,17.01
HR000142360,1896-08,23.3,14.21
HR000142360,1896-09,20.82,12.62
HR000142360,1896-10,17.33,10.24
HR000142360,1896-11,7.23,2.63
HR000142360,1896-12,4.23,0.18
HR000142360,1897-01,1.7,-1.97
HR000142360,1897-02,7.93,0.23
HR000142360,1897-03,14.24,5.99
HR000142360,1897-04,16.22,7.38
HR000142360,1897-05,18.4,9.95
HR000142360,1897-06,24.79,14.99
HR000142360,1897-07,26.97,16.69
HR000142360,1897-08,26.06,15.74
HR000142360,1897-09,21.07,12.83
HR000142360,1897-10,12.92,6.62
HR000142360,1897-11,6.66,0.67
HR000142360,1897-12,3.21,-1.56
HR000142360,1898-01,3.54,-0.92
HR000142360,1898-02,5.53,-0.31
HR000142360,1898-03,10.95,2.99
HR000142360,1898-04,17.71,8.75
HR000142360,1898-05,20.86,11.51
HR000142360,1898-06,24.17,14.44
HR000142360,1898-07,24.44,15.02
HR000142360,1898-08,26.42,15.79
HR000142360,1898-09,21.14,12.11
HR000142360,1898-10,16.38,9.79
HR000142360,1898-11,11.29,7.07
HR000142360,1898-12,5.17,-0.38
HR000142360,1899-01,7.59,1.31
HR000142360,1899-02,8.23,0.84
HR000142360,1899-03,10.68,0.77
HR000142360,1899-04,16.49,7.27
HR000142360,1899-05,19.94,10.89
HR000142360,1899-06,23.45,13.42
HR000142360,1899-07,26.55,16.56
HR000142360,1899-08,26.04,15.82
HR000142360,1899-09,21.09,12.06
HR000142360,1899-10,15.33,6.4
HR000142360,1899-11,10.78,3.47
HR000142360,1899-12,-0.68,-5.98
HR000142360,1900-01,5.23,0.48
HR000142360,1900-02,10.03,3
HR000142360,1900-03,8.43,0.72
HR000142360,1900-04,14.7,6.16
HR000142360,1900-05,19.75,10.49
HR000142360,1900-06,25.44,14.63
HR000142360,1900-07,28.03,17.04
HR000142360,1900-08,24.39,15.42
HR000142360,1900-09,23.06,12.59
HR000142360,1900-10,16.4,8.18
HR000142360,1900-11,10.08,6.4
HR000142360,1900-12,2.96,-0.94
HR000142360,1901-01,-0.59,-7.9
HR000142360,1901-02,1.13,-6.49
HR000142360,1901-03,9.8,2.71
HR000142360,1901-04,17.24,6.98
HR000142360,1901-05,22.36,11.7
HR000142360,1901-06,25.95,15.16
HR000142360,1901-07,28.11,17.02
HR000142360,1901-08,25.62,15.78
HR000142360,1901-09,19.73,12.99
HR000142360,1901-10,15.81,8.91
HR000142360,1901-11,7.41,0.95
HR000142360,1901-12,6.6,1.11
HR000142360,1902-01,7.22,-0.15
HR000142360,1902-02,4.46,0.39
HR000142360,1902-03,11.33,2.78
HR000142360,1902-04,16.99,6.95
HR000142360,1902-05,16.9,7.71
HR000142360,1902-06,23.14,13.24
HR000142360,1902-07,26.14,15
HR000142360,1902-08,25.84,15.29
HR000142360,1902-09,21.18,11.9
HR000142360,1902-10,14.76,8.51
HR000142360,1902-11,5.2,0.79
HR000142360,1902-12,1.21,-3.61
HR000142360,1903-01,3.27,-3.95
HR000142360,1903-02,9.21,0.77
HR000142360,1903-03,13.52,4.46
HR000142360,1903-04,13.06,4.43
HR000142360,1903-05,21.15,11.43
HR000142360,1903-06,23.06,13.75
HR000142360,1903-07,25.81,15.55
HR000142360,1903-08,26.39,15.05
HR000142360,1903-09,22.04,11.63
HR000142360,1903-10,16.57,8.66
HR000142360,1903-11,9.7,4.67
HR000142360,1903-12,3.9,1.16
HR000142360,1904-01,1.04,-1.87
HR000142360,1904-02,8.1,1.96
HR000142360,1904-03,10.9,4.52
HR000142360,1904-04,17.46,8.31
HR000142360,1904-05,21.78,11.3
HR000142360,1904-06,25.03,15.15
HR000142360,1904-07,29.61,17.6
HR000142360,1904-08,26.56,15.74
HR000142360,1904-09,18.64,12.13
HR000142360,1904-10,15.26,9.3
HR000142360,1904-11,7.88,1.5
HR000142360,1904-12,6.03,0.33
HR000142360,1905-01,0,-7.1
HR000142360,1905-02,4.07,-2.4
HR000142360,1905-03,12.21,4.38
HR000142360,1905-04,15.42,6.45
HR000142360,1905-05,20.16,11.32
HR000142360,1905-06,24.65,14.86
HR000142360,1905-07,29.19,17.64
HR000142360,1905-08,28.14,16.23
HR000142360,1905-09,23.36,14.05
HR000142360,1905-10,10.43,3.71
HR000142360,1905-11,9.86,4.63
HR000142360,1905-12,5.53,0.71
HR000142360,1906-01,3.35,-3.12
HR000142360,1906-02,4.78,-0.57
HR000142360,1906-03,11.6,2.86
HR000142360,1906-04,17.57,7.36
HR000142360,1906-05,22.18,11.81
HR000142360,1906-06,23.6,14.46
HR000142360,1906-07,25.91,16.81
HR000142360,1906-08,25.99,15.66
HR000142360,1906-09,20.21,10.99
HR000142360,1906-10,14.9,8.32
HR000142360,1906-11,12.99,5.65
HR000142360,1906-12,1.5,-2.5
HR000142360,1907-01,2.03,-4.1
HR000142360,1907-02,2.6,-3.08
HR000142360,1907-03,8.84,0.99
HR000142360,1907-04,12.42,5.38
HR000142360,1907-05,23.59,12.4
HR000142360,1907-06,25.84,15.34
HR000142360,1907-07,25.57,15.64
HR000142360,1907-08,27.41,15.72
HR000142360,1907-09,22.51,12.67
HR000142360,1907-10,19.54,12.01
HR000142360,1907-11,8.94,3.63
HR000142360,1907-12,6.1,1.35
HR000142360,1908-01,2.03,-4.32
HR000142360,1908-02,6.74,-0.18
HR000142360,1908-03,9.69,2.33
HR000142360,1908-04,14.25,6.27
HR000142360,1908-05,25.63,13.7
HR000142360,1908-06,27.8,15.48
HR000142360,1908-07,27.88,16.11
HR000142360,1908-08,24.08,14.59
HR000142360,1908-09,20.41,10.34
HR000142360,1908-10,15.03,5.82
HR000142360,1908-11,4.27,-2.31
HR000142360,1908-12,0.77,-2.82
HR000142360,1909-01,0.58,-4.11
HR000142360,1909-02,2.59,-3.27
HR000142360,1909-03,10.23,2.82
HR000142360,1909-04,18,7.38
HR000142360,1909-05,19.84,10.63
HR000142360,1909-06,24.45,13.63
HR000142360,1909-07,25.84,15.36
HR000142360,1909-08,26.02,15.95
HR000142360,1909-09,22.39,12.65
HR000142360,1909-10,16.99,9.55
HR000142360,1909-11,7.14,2.02
HR000142360,1909-12,8.66,2.39
HR000142360,1910-01,5.27,-0.99
HR000142360,1910-02,8.3,2.78
HR000142360,1910-03,12.34,4.22
HR000142360,1910-04,15.76,6.72
HR000142360,1910-05,20.53,10.94
HR000142360,1910-06,25.23,14.76
HR000142360,1910-07,25.39,14.54
HR000142360,1910-08,26.29,15.53
HR000142360,1910-09,19.12,11.34
HR000142360,1910-10,15.57,8.51
HR000142360,1910-11,9,2.99
HR000142360,1910-12,8.39,4.34
HR000142360,1911-01,2.44,-3.42
HR000142360,1911-02,5.9,-2.31
HR000142360,1911-03,11.85,3.49
HR000142360,1911-04,15.94,6.14
HR000142360,1911-05,20.61,11.4
HR000142360,1911-06,24.43,13.87
HR000142360,1911-07,28.49,16.87
HR000142360,1911-08,28.45,16.95
HR000142360,1911-09,22.76,12.94
HR000142360,1911-10,16.02,7.69
HR000142360,1911-11,12.15,6.61
HR000142360,1911-12,7.14,2.31
HR000142360,1912-01,3.06,-3.26
HR000142360,1912-02,10.02,2.24
HR000142360,1912-03,13.99,5.77
HR000142360,1912-04,13.28,5.53
HR000142360,1912-05,21.24,11.13
HR000142360,1912-06,24.93,14.41
HR000142360,1912-07,26.77,16.12
HR000142360,1912-08,24.06,13.84
HR000142360,1912-09,15.49,8.88
HR000142360,1912-10,13.71,5.98
HR000142360,1912-11,6.44,0.74
HR000142360,1912-12,5.74,0.39
HR000142360,1913-01,1.54,-2.37
HR000142360,1913-02,5.54,-1.65
HR000142360,1913-03,14.75,4.9
HR000142360,1913-04,16.7,7.05
HR000142360,1913-05,20.01,10.67
HR000142360,1913-06,24.79,14.52
HR000142360,1913-07,23.06,14.49
HR000142360,1913-08,23.55,14.25
HR000142360,1913-09,20.96,12.42
HR000142360,1913-10,17.33,8.65
HR000142360,1913-11,11.95,5.35
HR000142360,1913-12,5.56,-0.63
HR000142360,1914-01,-1.87,-6.83
HR000142360,1914-02,3.19,-5.15
HR000142360,1914-03,11.75,4.2
HR000142360,1914-04,18.26,7.37
HR000142360,1914-05,19.39,10.81
HR000142360,1914-06,23.28,13.64
HR000142360,1914-07,24.9,15.77
HR000142360,1914-08,26.16,15.51
HR000142360,1914-09,20.14,11.27
HR000142360,1914-10,14.74,6.8
HR000142360,1914-11,7.21,2.63
HR000142360,1914-12,7.59,2.35
HR000142360,1915-01,4.35,-0.11
HR000142360,1915-02,6.09,0.76
HR000142360,1915-03,10.25,2.29
HR000142360,1915-04,15.14,7.26
HR000142360,1915-05,21.77,12.32
HR000142360,1915-06,25.33,15.67
HR000142360,1915-07,25.91,16.25
HR000142360,1915-08,23.9,14.96
HR000142360,1915-09,19.46,10.72
HR000142360,1915-10,11.07,6.8
HR000142360,1915-11,7.21,1.82
HR000142360,1915-12,10.01,4.79
HR000142360,1916-01,6.53,0.99
HR000142360,1916-02,6.09,0.2
HR000142360,1916-03,14.35,6.47
HR000142360,1916-04,16.75,7.34
HR000142360,1916-05,22.29,11.66
HR000142360,1916-06,25.36,14.38
HR000142360,1916-07,28.02,16.8
HR000142360,1916-08,26.73,15.18
HR000142360,1916-09,19.66,11.35
HR000142360,1916-10,14.79,6.82
HR000142360,1916-11,10.24,5.93
HR000142360,1916-12,7.91,3.61
HR000142360,1917-01,3.13,-0.93
HR000142360,1917-02,0.2,-8
HR000142360,1917-03,7.87,1.12
HR000142360,1917-04,14.25,5.81
HR000142360,1917-05,22.98,11.75
HR000142360,1917-06,28.15,16.12
HR000142360,1917-07,27.88,16.48
HR000142360,1917-08,28.55,16.76
HR000142360,1917-09,24.52,13.51
HR000142360,1917-10,16.46,8.61
HR000142360,1917-11,9.09,3.07
HR000142360,1917-12,1.41,-2.53
HR000142360,1918-01,5.89,-0.48
HR000142360,1918-02,5.4,-1.42
HR000142360,1918-03,11.17,3.26
HR000142360,1918-04,18.28,9.04
HR000142360,1918-05,21.51,12.54
HR000142360,1918-06,22.24,12.41
HR000142360,1918-07,26.45,16.38
HR000142360,1918-08,24.77,15.27
HR000142360,1918-09,22.82,12.7
HR000142360,1918-10,14.1,8.49
HR000142360,1918-11,6.89,2.94
HR000142360,1918-12,5.81,1.67
HR000142360,1919-01,5.49,2.62
HR000142360,1919-02,5.13,-0.65
HR000142360,1919-03,11.26,3.75
HR000142360,1919-04,13.28,6.06
HR000142360,1919-05,18.17,8.88
HR000142360,1919-06,23.6,13.39
HR000142360,1919-07,23.55,14.58
HR000142360,1919-08,25.74,15.94
HR000142360,1919-09,23.07,13.89
HR000142360,1919-10,12.94,7.18
HR000142360,1919-11,8.62,2.9
HR000142360,1919-12,4.72,0.65
HR000142360,1920-01,6.87,1.55
HR000142360,1920-02,8.89,1.68
HR000142360,1920-03,14.1,5.2
HR000142360,1920-04,18.81,9.66
HR000142360,1920-05,23.78,13.69
HR000142360,1920-06,23.61,14.3
HR000142360,1920-07,28.08,16.79
HR000142360,1920-08,24.11,15.33
HR000142360,1920-09,22.69,13.69
HR000142360,1920-10,12.89,5.93
HR000142360,1920-11,3.81,-0.03
HR000142360,1920-12,3.89,0.67
HR000142360,1921-01,8.06,1.99
HR000142360,1921-02,6.3,-0.11
HR000142360,1921-03,14.35,3.33
HR000142360,1921-04,14.78,6.93
HR000142360,1921-05,23.3,12.87
HR000142360,1921-06,23.29,13.83
HR000142360,1921-07,29.67,18.06
HR000142360,1921-08,28.33,17.09
HR000142360,1921-09,22.74,11.85
HR000142360,1921-10,18.08,7.67
HR000142360,1921-11,5.08,1.31
HR000142360,1921-12,2.98,-2.04
HR000142360,1922-01,1.47,-3
HR000142360,1922-02,2.72,-4.37
HR000142360,1922-03,13.89,5.28
HR000142360,1922-04,14.85,6.34
HR000142360,1922-05,21.85,11.85
HR000142360,1922-06,25.82,15.41
HR000142360,1922-07,27.9,15.5
HR000142360,1922-08,27.49,15.54
HR000142360,1922-09,19.58,12.03
HR000142360,1922-10,11.53,7.24
HR000142360,1922-11,6.9,1.23
HR000142360,1922-12,6.11,1.22
HR000142360,1923-01,4.21,0.2
HR000142360,1923-02,4.78,-0.42
HR000142360,1923-03,11.18,3.88
HR000142360,1923-04,15.12,6.86
HR000142360,1923-05,23.54,11.65
HR000142360,1923-06,21.18,11.62
HR000142360,1923-07,27.87,16.92
HR000142360,1923-08,27.05,16.48
HR000142360,1923-09,21.96,12.66
HR000142360,1923-10,19.87,10.91
HR000142360,1923-11,10.65,5.41
HR000142360,1923-12,4.2,-0.27
HR000142360,1924-01,0.45,-4.61
HR000142360,1924-02,2.4,-2.11
HR000142360,1924-03,8.9,2.35
HR000142360,1924-04,15.59,8
HR000142360,1924-05,22.84,13.09
HR000142360,1924-06,25.15,15.46
HR000142360,1924-07,26.72,16.09
HR000142360,1924-08,23.32,14.13
HR000142360,1924-09,22.81,14.14
HR000142360,1924-10,15.37,8.05
HR000142360,1924-11,7.91,2.82
HR000142360,1924-12,3.2,-0.14
HR000142360,1925-01,4.4,-0.95
HR000142360,1925-02,9.38,3.08
HR000142360,1925-03,9.39,2.16
HR000142360,1925-04,17.15,7.67
HR000142360,1925-05,21.78,12.65
HR000142360,1925-06,23.65,14.38
HR000142360,1925-07,26.85,17.15
HR000142360,1925-08,26.11,15.99
HR000142360,1925-09,18.92,11.4
HR000142360,1925-10,15.64,8.01
HR000142360,1925-11,8.23,4.08
HR000142360,1925-12,3.67,-2.46
HR000142360,1926-01,2.57,-2.04
HR000142360,1926-02,10.3,4.56
HR000142360,1926-03,10.13,2.89
HR000142360,1926-04,17.97,8.27
HR000142360,1926-05,20.66,10.93
